asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes,polymarket_benchmark_conflict,kalshi_benchmark_conflict
eth,eth:1784348100000,1784348100000,1784349000000,2026-07-18T04:15:00Z,DOWN,NO,,1843.38,official-venue-resolution,f,f,f,f,f
sol,sol:1784348100000,1784348100000,1784349000000,2026-07-18T04:15:00Z,DOWN,NO,,75.198,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784348100000,1784348100000,1784349000000,2026-07-18T04:15:00Z,DOWN,NO,,1.0892,official-venue-resolution,f,f,f,f,f
btc,btc:1784349000000,1784349000000,1784349900000,2026-07-18T04:30:00Z,DOWN,NO,,63912.98,official-venue-resolution,f,f,f,f,f
doge,doge:1784349000000,1784349000000,1784349900000,2026-07-18T04:30:00Z,DOWN,NO,,0.0724638,official-venue-resolution,f,f,f,f,f
eth,eth:1784349000000,1784349000000,1784349900000,2026-07-18T04:30:00Z,DOWN,NO,,1842.19,official-venue-resolution,f,f,f,f,f
sol,sol:1784349000000,1784349000000,1784349900000,2026-07-18T04:30:00Z,DOWN,NO,,75.0397,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784349000000,1784349000000,1784349900000,2026-07-18T04:30:00Z,DOWN,NO,,1.0881,official-venue-resolution,f,f,f,f,f
btc,btc:1784349900000,1784349900000,1784350800000,2026-07-18T04:45:00Z,UP,YES,,63927.67,official-venue-resolution,f,f,f,f,f
doge,doge:1784349900000,1784349900000,1784350800000,2026-07-18T04:45:00Z,DOWN,NO,,0.0724578,official-venue-resolution,f,f,f,f,f
eth,eth:1784349900000,1784349900000,1784350800000,2026-07-18T04:45:00Z,UP,YES,,1843.42,official-venue-resolution,f,f,f,f,f
sol,sol:1784349900000,1784349900000,1784350800000,2026-07-18T04:45:00Z,UP,YES,,75.0693,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784349900000,1784349900000,1784350800000,2026-07-18T04:45:00Z,DOWN,NO,,1.0874,official-venue-resolution,f,f,f,f,f
btc,btc:1784350800000,1784350800000,1784351700000,2026-07-18T05:00:00Z,DOWN,NO,,63897.09,official-venue-resolution,f,f,f,f,f
doge,doge:1784350800000,1784350800000,1784351700000,2026-07-18T05:00:00Z,DOWN,NO,,0.072357,official-venue-resolution,f,f,f,f,f
eth,eth:1784350800000,1784350800000,1784351700000,2026-07-18T05:00:00Z,DOWN,NO,,1842.28,official-venue-resolution,f,f,f,f,f
sol,sol:1784350800000,1784350800000,1784351700000,2026-07-18T05:00:00Z,DOWN,NO,,74.95,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784350800000,1784350800000,1784351700000,2026-07-18T05:00:00Z,DOWN,NO,,1.0867,official-venue-resolution,f,f,f,f,f
btc,btc:1784351700000,1784351700000,1784352600000,2026-07-18T05:15:00Z,UP,YES,,63931.11,official-venue-resolution,f,f,f,f,f
doge,doge:1784351700000,1784351700000,1784352600000,2026-07-18T05:15:00Z,UP,YES,,0.0723882,official-venue-resolution,f,f,f,f,f
eth,eth:1784351700000,1784351700000,1784352600000,2026-07-18T05:15:00Z,UP,YES,,1844.43,official-venue-resolution,f,f,f,f,f
sol,sol:1784351700000,1784351700000,1784352600000,2026-07-18T05:15:00Z,UP,YES,,74.9815,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784351700000,1784351700000,1784352600000,2026-07-18T05:15:00Z,UP,YES,,1.0884,official-venue-resolution,f,f,f,f,f
btc,btc:1784352600000,1784352600000,1784353500000,2026-07-18T05:30:00Z,UP,NO,,63927.92,official-venue-resolution,t,f,t,f,f
doge,doge:1784352600000,1784352600000,1784353500000,2026-07-18T05:30:00Z,UP,NO,,0.0723854,official-venue-resolution,t,f,t,f,f
eth,eth:1784352600000,1784352600000,1784353500000,2026-07-18T05:30:00Z,UP,YES,,1845.04,official-venue-resolution,f,f,f,f,f
sol,sol:1784352600000,1784352600000,1784353500000,2026-07-18T05:30:00Z,DOWN,NO,,74.9137,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784352600000,1784352600000,1784353500000,2026-07-18T05:30:00Z,DOWN,NO,,1.088,official-venue-resolution,f,f,f,f,f
btc,btc:1784353500000,1784353500000,1784354400000,2026-07-18T05:45:00Z,DOWN,NO,,63918.81,official-venue-resolution,f,f,f,f,f
doge,doge:1784353500000,1784353500000,1784354400000,2026-07-18T05:45:00Z,DOWN,NO,,0.0721886,official-venue-resolution,f,f,f,f,f
eth,eth:1784353500000,1784353500000,1784354400000,2026-07-18T05:45:00Z,DOWN,NO,,1844.51,official-venue-resolution,f,f,f,f,f
sol,sol:1784353500000,1784353500000,1784354400000,2026-07-18T05:45:00Z,DOWN,NO,,74.8783,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784353500000,1784353500000,1784354400000,2026-07-18T05:45:00Z,DOWN,NO,,1.0873,official-venue-resolution,f,f,f,f,f
btc,btc:1784354400000,1784354400000,1784355300000,2026-07-18T06:00:00Z,DOWN,YES,,63924.17,official-venue-resolution,t,t,f,f,f
doge,doge:1784354400000,1784354400000,1784355300000,2026-07-18T06:00:00Z,UP,YES,,0.0721954,official-venue-resolution,f,f,f,f,f
eth,eth:1784354400000,1784354400000,1784355300000,2026-07-18T06:00:00Z,DOWN,NO,,1843.66,official-venue-resolution,f,f,f,f,f
sol,sol:1784354400000,1784354400000,1784355300000,2026-07-18T06:00:00Z,UP,YES,,74.9238,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784354400000,1784354400000,1784355300000,2026-07-18T06:00:00Z,DOWN,NO,,1.0866,official-venue-resolution,f,f,f,f,f
btc,btc:1784355300000,1784355300000,1784356200000,2026-07-18T06:15:00Z,UP,YES,,63951.18,official-venue-resolution,f,f,f,f,f
doge,doge:1784355300000,1784355300000,1784356200000,2026-07-18T06:15:00Z,UP,YES,,0.0723337,official-venue-resolution,f,f,f,f,f
eth,eth:1784355300000,1784355300000,1784356200000,2026-07-18T06:15:00Z,UP,YES,,1844.83,official-venue-resolution,f,f,f,f,f
sol,sol:1784355300000,1784355300000,1784356200000,2026-07-18T06:15:00Z,UP,YES,,75.0002,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784355300000,1784355300000,1784356200000,2026-07-18T06:15:00Z,UP,YES,,1.0877,official-venue-resolution,f,f,f,f,f
btc,btc:1784356200000,1784356200000,1784357100000,2026-07-18T06:30:00Z,DOWN,NO,,63933.25,official-venue-resolution,f,f,f,f,f
doge,doge:1784356200000,1784356200000,1784357100000,2026-07-18T06:30:00Z,UP,YES,,0.0723479,official-venue-resolution,f,f,f,f,f
eth,eth:1784356200000,1784356200000,1784357100000,2026-07-18T06:30:00Z,DOWN,NO,,1843.45,official-venue-resolution,f,f,f,f,f
sol,sol:1784356200000,1784356200000,1784357100000,2026-07-18T06:30:00Z,DOWN,NO,,74.99,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784356200000,1784356200000,1784357100000,2026-07-18T06:30:00Z,UP,YES,,1.0885,official-venue-resolution,f,f,f,f,f
btc,btc:1784357100000,1784357100000,1784358000000,2026-07-18T06:45:00Z,UP,YES,,63941.4,official-venue-resolution,f,f,f,f,f
doge,doge:1784357100000,1784357100000,1784358000000,2026-07-18T06:45:00Z,DOWN,NO,,0.0723176,official-venue-resolution,f,f,f,f,f
eth,eth:1784357100000,1784357100000,1784358000000,2026-07-18T06:45:00Z,UP,YES,,1843.62,official-venue-resolution,f,f,f,f,f
sol,sol:1784357100000,1784357100000,1784358000000,2026-07-18T06:45:00Z,DOWN,NO,,74.9405,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784357100000,1784357100000,1784358000000,2026-07-18T06:45:00Z,UP,YES,,1.0888,official-venue-resolution,f,f,f,f,f
btc,btc:1784358000000,1784358000000,1784358900000,2026-07-18T07:00:00Z,UP,YES,,63959.33,official-venue-resolution,f,f,f,f,f
doge,doge:1784358000000,1784358000000,1784358900000,2026-07-18T07:00:00Z,DOWN,NO,,0.072284,official-venue-resolution,f,f,f,f,f
eth,eth:1784358000000,1784358000000,1784358900000,2026-07-18T07:00:00Z,DOWN,NO,,1842.16,official-venue-resolution,f,f,f,f,f
sol,sol:1784358000000,1784358000000,1784358900000,2026-07-18T07:00:00Z,DOWN,NO,,74.8803,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784358000000,1784358000000,1784358900000,2026-07-18T07:00:00Z,DOWN,NO,,1.0879,official-venue-resolution,f,f,f,f,f
btc,btc:1784358900000,1784358900000,1784359800000,2026-07-18T07:15:00Z,UP,YES,,63974.14,official-venue-resolution,f,f,f,f,f
doge,doge:1784358900000,1784358900000,1784359800000,2026-07-18T07:15:00Z,UP,NO,,0.0722825,official-venue-resolution,t,f,t,f,f
eth,eth:1784358900000,1784358900000,1784359800000,2026-07-18T07:15:00Z,UP,YES,,1843.99,official-venue-resolution,f,f,f,f,f
sol,sol:1784358900000,1784358900000,1784359800000,2026-07-18T07:15:00Z,UP,YES,,74.9063,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784358900000,1784358900000,1784359800000,2026-07-18T07:15:00Z,UP,YES,,1.0888,official-venue-resolution,f,f,f,f,f
btc,btc:1784359800000,1784359800000,1784360700000,2026-07-18T07:30:00Z,UP,YES,,63977.55,official-venue-resolution,f,f,f,f,f
doge,doge:1784359800000,1784359800000,1784360700000,2026-07-18T07:30:00Z,UP,YES,,0.0722847,official-venue-resolution,f,f,f,f,f
eth,eth:1784359800000,1784359800000,1784360700000,2026-07-18T07:30:00Z,DOWN,NO,,1843.94,official-venue-resolution,f,f,f,f,f
sol,sol:1784359800000,1784359800000,1784360700000,2026-07-18T07:30:00Z,UP,YES,,74.9727,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784359800000,1784359800000,1784360700000,2026-07-18T07:30:00Z,UP,YES,,1.0897,official-venue-resolution,f,f,f,f,f
btc,btc:1784360700000,1784360700000,1784361600000,2026-07-18T07:45:00Z,DOWN,YES,,63978.53,official-venue-resolution,t,t,f,f,f
doge,doge:1784360700000,1784360700000,1784361600000,2026-07-18T07:45:00Z,DOWN,NO,,0.0722623,official-venue-resolution,f,f,f,f,f
eth,eth:1784360700000,1784360700000,1784361600000,2026-07-18T07:45:00Z,DOWN,NO,,1843.05,official-venue-resolution,f,f,f,f,f
sol,sol:1784360700000,1784360700000,1784361600000,2026-07-18T07:45:00Z,DOWN,NO,,74.9247,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784360700000,1784360700000,1784361600000,2026-07-18T07:45:00Z,DOWN,NO,,1.0883,official-venue-resolution,f,f,f,f,f
btc,btc:1784361600000,1784361600000,1784362500000,2026-07-18T08:00:00Z,DOWN,NO,,63931.46,official-venue-resolution,f,f,f,f,f
doge,doge:1784361600000,1784361600000,1784362500000,2026-07-18T08:00:00Z,DOWN,NO,,0.0722476,official-venue-resolution,f,f,f,f,f
eth,eth:1784361600000,1784361600000,1784362500000,2026-07-18T08:00:00Z,UP,YES,,1843.24,official-venue-resolution,f,f,f,f,f
sol,sol:1784361600000,1784361600000,1784362500000,2026-07-18T08:00:00Z,DOWN,NO,,74.8575,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784361600000,1784361600000,1784362500000,2026-07-18T08:00:00Z,UP,YES,,1.0903,official-venue-resolution,f,f,f,f,f
btc,btc:1784362500000,1784362500000,1784363400000,2026-07-18T08:15:00Z,UP,YES,,63969.68,official-venue-resolution,f,f,f,f,f
doge,doge:1784362500000,1784362500000,1784363400000,2026-07-18T08:15:00Z,UP,YES,,0.0723582,official-venue-resolution,f,f,f,f,f
eth,eth:1784362500000,1784362500000,1784363400000,2026-07-18T08:15:00Z,UP,YES,,1845.46,official-venue-resolution,f,f,f,f,f
sol,sol:1784362500000,1784362500000,1784363400000,2026-07-18T08:15:00Z,UP,YES,,74.937,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784362500000,1784362500000,1784363400000,2026-07-18T08:15:00Z,DOWN,NO,,1.09,official-venue-resolution,f,f,f,f,f
btc,btc:1784363400000,1784363400000,1784364300000,2026-07-18T08:30:00Z,DOWN,NO,,63944.16,official-venue-resolution,f,f,f,f,f
doge,doge:1784363400000,1784363400000,1784364300000,2026-07-18T08:30:00Z,DOWN,NO,,0.0722181,official-venue-resolution,f,f,f,f,f
eth,eth:1784363400000,1784363400000,1784364300000,2026-07-18T08:30:00Z,UP,YES,,1845.65,official-venue-resolution,f,f,f,f,f
sol,sol:1784363400000,1784363400000,1784364300000,2026-07-18T08:30:00Z,DOWN,NO,,74.8908,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784363400000,1784363400000,1784364300000,2026-07-18T08:30:00Z,DOWN,NO,,1.0889,official-venue-resolution,f,f,f,f,f
btc,btc:1784364300000,1784364300000,1784365200000,2026-07-18T08:45:00Z,UP,YES,,63951.59,official-venue-resolution,f,f,f,f,f
doge,doge:1784364300000,1784364300000,1784365200000,2026-07-18T08:45:00Z,UP,NO,,0.0722053,official-venue-resolution,t,f,t,f,f
eth,eth:1784364300000,1784364300000,1784365200000,2026-07-18T08:45:00Z,UP,YES,,1846.08,official-venue-resolution,f,f,f,f,f
sol,sol:1784364300000,1784364300000,1784365200000,2026-07-18T08:45:00Z,UP,YES,,74.8973,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784364300000,1784364300000,1784365200000,2026-07-18T08:45:00Z,DOWN,NO,,1.0884,official-venue-resolution,f,f,f,f,f
btc,btc:1784365200000,1784365200000,1784366100000,2026-07-18T09:00:00Z,DOWN,NO,,63934.85,official-venue-resolution,f,f,f,f,f
doge,doge:1784365200000,1784365200000,1784366100000,2026-07-18T09:00:00Z,DOWN,NO,,0.0721424,official-venue-resolution,f,f,f,f,f
eth,eth:1784365200000,1784365200000,1784366100000,2026-07-18T09:00:00Z,DOWN,NO,,1845.33,official-venue-resolution,f,f,f,f,f
sol,sol:1784365200000,1784365200000,1784366100000,2026-07-18T09:00:00Z,DOWN,NO,,74.8338,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784365200000,1784365200000,1784366100000,2026-07-18T09:00:00Z,DOWN,NO,,1.0875,official-venue-resolution,f,f,f,f,f
btc,btc:1784366100000,1784366100000,1784367000000,2026-07-18T09:15:00Z,DOWN,NO,,63920.23,official-venue-resolution,f,f,f,f,f
doge,doge:1784366100000,1784366100000,1784367000000,2026-07-18T09:15:00Z,DOWN,NO,,0.0719996,official-venue-resolution,f,f,f,f,f
eth,eth:1784366100000,1784366100000,1784367000000,2026-07-18T09:15:00Z,DOWN,NO,,1843.37,official-venue-resolution,f,f,f,f,f
sol,sol:1784366100000,1784366100000,1784367000000,2026-07-18T09:15:00Z,DOWN,NO,,74.6835,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784366100000,1784366100000,1784367000000,2026-07-18T09:15:00Z,DOWN,NO,,1.0858,official-venue-resolution,f,f,f,f,f
btc,btc:1784367000000,1784367000000,1784367900000,2026-07-18T09:30:00Z,UP,YES,,63929.02,official-venue-resolution,f,f,f,f,f
doge,doge:1784367000000,1784367000000,1784367900000,2026-07-18T09:30:00Z,UP,YES,,0.0720333,official-venue-resolution,f,f,f,f,f
eth,eth:1784367000000,1784367000000,1784367900000,2026-07-18T09:30:00Z,UP,YES,,1843.98,official-venue-resolution,f,f,f,f,f
sol,sol:1784367000000,1784367000000,1784367900000,2026-07-18T09:30:00Z,UP,YES,,74.7013,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784367000000,1784367000000,1784367900000,2026-07-18T09:30:00Z,DOWN,NO,,1.0836,official-venue-resolution,f,f,f,f,f
btc,btc:1784367900000,1784367900000,1784368800000,2026-07-18T09:45:00Z,UP,YES,,63944.05,official-venue-resolution,f,f,f,f,f
doge,doge:1784367900000,1784367900000,1784368800000,2026-07-18T09:45:00Z,UP,YES,,0.07214,official-venue-resolution,f,f,f,f,f
eth,eth:1784367900000,1784367900000,1784368800000,2026-07-18T09:45:00Z,DOWN,YES,,1844.06,official-venue-resolution,t,t,f,f,f
sol,sol:1784367900000,1784367900000,1784368800000,2026-07-18T09:45:00Z,UP,YES,,74.7887,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784367900000,1784367900000,1784368800000,2026-07-18T09:45:00Z,UP,YES,,1.0854,official-venue-resolution,f,f,f,f,f
btc,btc:1784368800000,1784368800000,1784369700000,2026-07-18T10:00:00Z,UP,YES,,63949.23,official-venue-resolution,f,f,f,f,f
doge,doge:1784368800000,1784368800000,1784369700000,2026-07-18T10:00:00Z,DOWN,NO,,0.0721257,official-venue-resolution,f,f,f,f,f
eth,eth:1784368800000,1784368800000,1784369700000,2026-07-18T10:00:00Z,DOWN,NO,,1843.72,official-venue-resolution,f,f,f,f,f
sol,sol:1784368800000,1784368800000,1784369700000,2026-07-18T10:00:00Z,DOWN,YES,,74.7985,official-venue-resolution,t,t,f,f,f
xrp,xrp:1784368800000,1784368800000,1784369700000,2026-07-18T10:00:00Z,UP,YES,,1.0865,official-venue-resolution,f,f,f,f,f
btc,btc:1784369700000,1784369700000,1784370600000,2026-07-18T10:15:00Z,UP,YES,,63962.64,official-venue-resolution,f,f,f,f,f
doge,doge:1784369700000,1784369700000,1784370600000,2026-07-18T10:15:00Z,UP,YES,,0.0722564,official-venue-resolution,f,f,f,f,f
eth,eth:1784369700000,1784369700000,1784370600000,2026-07-18T10:15:00Z,UP,YES,,1845.09,official-venue-resolution,f,f,f,f,f
sol,sol:1784369700000,1784369700000,1784370600000,2026-07-18T10:15:00Z,UP,YES,,74.847,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784369700000,1784369700000,1784370600000,2026-07-18T10:15:00Z,UP,YES,,1.0871,official-venue-resolution,f,f,f,f,f
btc,btc:1784370600000,1784370600000,1784371500000,2026-07-18T10:30:00Z,DOWN,NO,,63961.19,official-venue-resolution,f,f,f,f,f
doge,doge:1784370600000,1784370600000,1784371500000,2026-07-18T10:30:00Z,DOWN,NO,,0.0721564,official-venue-resolution,f,f,f,f,f
eth,eth:1784370600000,1784370600000,1784371500000,2026-07-18T10:30:00Z,DOWN,NO,,1843.21,official-venue-resolution,f,f,f,f,f
sol,sol:1784370600000,1784370600000,1784371500000,2026-07-18T10:30:00Z,DOWN,NO,,74.817,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784370600000,1784370600000,1784371500000,2026-07-18T10:30:00Z,DOWN,NO,,1.0865,official-venue-resolution,f,f,f,f,f
btc,btc:1784371500000,1784371500000,1784372400000,2026-07-18T10:45:00Z,UP,YES,,63967.65,official-venue-resolution,f,f,f,f,f
doge,doge:1784371500000,1784371500000,1784372400000,2026-07-18T10:45:00Z,UP,YES,,0.0721742,official-venue-resolution,f,f,f,f,f
eth,eth:1784371500000,1784371500000,1784372400000,2026-07-18T10:45:00Z,UP,YES,,1844.25,official-venue-resolution,f,f,f,f,f
sol,sol:1784371500000,1784371500000,1784372400000,2026-07-18T10:45:00Z,UP,YES,,74.84,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784371500000,1784371500000,1784372400000,2026-07-18T10:45:00Z,UP,NO,,1.0864,official-venue-resolution,t,f,t,f,f
btc,btc:1784372400000,1784372400000,1784373300000,2026-07-18T11:00:00Z,UP,YES,,63973.07,official-venue-resolution,f,f,f,f,f
doge,doge:1784372400000,1784372400000,1784373300000,2026-07-18T11:00:00Z,UP,YES,,0.0721906,official-venue-resolution,f,f,f,f,f
eth,eth:1784372400000,1784372400000,1784373300000,2026-07-18T11:00:00Z,DOWN,NO,,1844.03,official-venue-resolution,f,f,f,f,f
sol,sol:1784372400000,1784372400000,1784373300000,2026-07-18T11:00:00Z,UP,YES,,74.89,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784372400000,1784372400000,1784373300000,2026-07-18T11:00:00Z,DOWN,YES,,1.0864,official-venue-resolution,t,t,f,f,f
btc,btc:1784373300000,1784373300000,1784374200000,2026-07-18T11:15:00Z,UP,YES,,63980.2,official-venue-resolution,f,f,f,f,f
doge,doge:1784373300000,1784373300000,1784374200000,2026-07-18T11:15:00Z,UP,YES,,0.0722291,official-venue-resolution,f,f,f,f,f
eth,eth:1784373300000,1784373300000,1784374200000,2026-07-18T11:15:00Z,UP,YES,,1844.25,official-venue-resolution,f,f,f,f,f
sol,sol:1784373300000,1784373300000,1784374200000,2026-07-18T11:15:00Z,UP,YES,,74.96,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784373300000,1784373300000,1784374200000,2026-07-18T11:15:00Z,UP,YES,,1.088,official-venue-resolution,f,f,f,f,f
btc,btc:1784374200000,1784374200000,1784375100000,2026-07-18T11:30:00Z,UP,NO,,63976.18,official-venue-resolution,t,f,t,f,f
doge,doge:1784374200000,1784374200000,1784375100000,2026-07-18T11:30:00Z,DOWN,NO,,0.0721799,official-venue-resolution,f,f,f,f,f
eth,eth:1784374200000,1784374200000,1784375100000,2026-07-18T11:30:00Z,DOWN,NO,,1843.71,official-venue-resolution,f,f,f,f,f
sol,sol:1784374200000,1784374200000,1784375100000,2026-07-18T11:30:00Z,DOWN,NO,,74.884,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784374200000,1784374200000,1784375100000,2026-07-18T11:30:00Z,DOWN,NO,,1.087,official-venue-resolution,f,f,f,f,f
btc,btc:1784375100000,1784375100000,1784376000000,2026-07-18T11:45:00Z,UP,YES,,64024.02,official-venue-resolution,f,f,f,f,f
doge,doge:1784375100000,1784375100000,1784376000000,2026-07-18T11:45:00Z,UP,YES,,0.0722239,official-venue-resolution,f,f,f,f,f
eth,eth:1784375100000,1784375100000,1784376000000,2026-07-18T11:45:00Z,UP,YES,,1844.52,official-venue-resolution,f,f,f,f,f
sol,sol:1784375100000,1784375100000,1784376000000,2026-07-18T11:45:00Z,UP,YES,,74.9145,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784375100000,1784375100000,1784376000000,2026-07-18T11:45:00Z,UP,YES,,1.0881,official-venue-resolution,f,f,f,f,f
btc,btc:1784376000000,1784376000000,1784376900000,2026-07-18T12:00:00Z,UP,YES,,64095.5,official-venue-resolution,f,f,f,f,f
doge,doge:1784376000000,1784376000000,1784376900000,2026-07-18T12:00:00Z,UP,YES,,0.0723022,official-venue-resolution,f,f,f,f,f
eth,eth:1784376000000,1784376000000,1784376900000,2026-07-18T12:00:00Z,UP,YES,,1845.6,official-venue-resolution,f,f,f,f,f
sol,sol:1784376000000,1784376000000,1784376900000,2026-07-18T12:00:00Z,UP,YES,,74.9677,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784376000000,1784376000000,1784376900000,2026-07-18T12:00:00Z,UP,YES,,1.0883,official-venue-resolution,f,f,f,f,f
btc,btc:1784376900000,1784376900000,1784377800000,2026-07-18T12:15:00Z,DOWN,NO,,64062.04,official-venue-resolution,f,f,f,f,f
doge,doge:1784376900000,1784376900000,1784377800000,2026-07-18T12:15:00Z,DOWN,NO,,0.0720609,official-venue-resolution,f,f,f,f,f
eth,eth:1784376900000,1784376900000,1784377800000,2026-07-18T12:15:00Z,DOWN,NO,,1840.63,official-venue-resolution,f,f,f,f,f
sol,sol:1784376900000,1784376900000,1784377800000,2026-07-18T12:15:00Z,DOWN,NO,,74.7273,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784376900000,1784376900000,1784377800000,2026-07-18T12:15:00Z,DOWN,NO,,1.0859,official-venue-resolution,f,f,f,f,f
btc,btc:1784377800000,1784377800000,1784378700000,2026-07-18T12:30:00Z,UP,YES,,64145.53,official-venue-resolution,f,f,f,f,f
doge,doge:1784377800000,1784377800000,1784378700000,2026-07-18T12:30:00Z,UP,YES,,0.0722998,official-venue-resolution,f,f,f,f,f
eth,eth:1784377800000,1784377800000,1784378700000,2026-07-18T12:30:00Z,UP,YES,,1843.5,official-venue-resolution,f,f,f,f,f
sol,sol:1784377800000,1784377800000,1784378700000,2026-07-18T12:30:00Z,UP,YES,,74.9093,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784377800000,1784377800000,1784378700000,2026-07-18T12:30:00Z,UP,YES,,1.0884,official-venue-resolution,f,f,f,f,f
btc,btc:1784378700000,1784378700000,1784379600000,2026-07-18T12:45:00Z,UP,YES,,64179.26,official-venue-resolution,f,f,f,f,f
doge,doge:1784378700000,1784378700000,1784379600000,2026-07-18T12:45:00Z,UP,YES,,0.0723402,official-venue-resolution,f,f,f,f,f
